,Unnamed: 0,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
420,420,44667-0280,Consumer Defensive,6700,"The J. M. Smucker Company manufactures and markets branded food and beverage products worldwide. It operates in three segments: U.S. Retail Pet Foods, U.S. Retail Coffee, and U.S. Retail Consumer Foods. The company offers mainstream roast, ground, single serve, and premium coffee; peanut butter and specialty spreads; fruit spreads, shortening and oils, and frozen sandwiches and snacks; pet food and pet snacks; and foodservice hot beverage, foodservice portion control, and flour products, as well as dog and cat food, frozen handheld products, juices and beverages, and baking mixes and ingredients. It provides its products under the Meow Mix, 9Lives, Kibbles n Bits, Milk-Bone, Pup-Peroni, Rachael Ray Nutrish and Nature's Recipe, Folgers, Café Bustelo, Dunkin', Folgers, Café Bustelo, 1850, Jif, Smucker's, Smucker's Uncrustables, Robin Hood, and Five Roses. The company sells its products through direct sales and brokers to food retailers, club stores, discount and dollar stores, online retailers, pet specialty stores, natural foods stores and distributors, drug stores, military commissaries, and mass merchandisers. Smucker Company was founded in 1897 and is headquartered in Orrville, Ohio.",Orrville,330 682 3000,OH,United States,[],https://www.jmsmucker.com,1,One Strawberry Lane,Packaged Foods,0.19326,0.07332,0.32828,959500032,0.008,0.13638,1548800000,124,hold,2721200000,421700000,143,151.26,-0.275,1.051,0.04205,13,140.69,59.074,0.07203,160,151600000,4811200000,8013899776,1.423,USD,74.579,0.348,3.2,NYQ,J.M. Smucker Company (The) New,The J. M. Smucker Company,America/New_York,EST,TRUE,-18000000,EQUITY,SJM,finmb_303591,us_market,,2.543,,13.161,,,8.62,,108363000,,,,74.794,3868686,0.0363,,1651276800,0.83537,585800000,8.408,,,2.0223546,0.04433,1714435200,,1659225600,5.28,1663200000,102194887,0.218865,20383201280,2,,1023062400,0:01,,,,-0.287,2.0453196,1665705600,3.4,,17.547564,,0.0429,4140041,,,,149.47,149.7,136.41055,0.023951294,0.7279,,151.26,,1146100,149.47,143.4158,3.58,149.7,,1146100,,,4.08,1667952000,,,149.51,USD,17.99001,310951,,,,16390986752,,,801531,149.51,150.61,1100,310951,152.16,,2.97,119.82,146.56,FALSE,0.0276,900,151.26,,151.26,149.5,https://logo.clearbit.com/jmsmucker.com,,,330 684 3370,,,,2431dd37-8df9-3754-a024-5efd8fbf2aab,,,,,,,,,,,
39,39,91320-1799,Healthcare,24200,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. It focuses on inflammation, oncology/hematology, bone health, cardiovascular disease, nephrology, and neuroscience areas. The company's products include Enbrel to treat plaque psoriasis, rheumatoid arthritis, and psoriatic arthritis; Neulasta that reduces the chance of infection due a low white blood cell count in patients cancer; Prolia to treat postmenopausal women with osteoporosis; Xgeva for skeletal-related events prevention; Otezla for the treatment of adult patients with plaque psoriasis, psoriatic arthritis, and oral ulcers associated with Behçet's disease; Aranesp to treat a lower-than-normal number of red blood cells and anemia; KYPROLIS to treat patients with relapsed or refractory multiple myeloma; and Repatha, which reduces the risks of myocardial infarction, stroke, and coronary revascularization. It also markets Nplate, Vectibix, MVASI, Parsabiv, EPOGEN, KANJINTI, BLINCYTO, Aimovig, EVENITY, AMGEVITATM, Sensipar/Mimpara, NEUPOGEN, IMLYGIC, Corlanor, and AVSOLA. Amgen Inc. serves healthcare providers, including physicians or their clinics, dialysis centers, hospitals, and pharmacies. It distributes its products through pharmaceutical wholesale distributors, as well as direct-to-consumer channels. It has collaboration agreements with Novartis Pharma AG; UCB; Bayer HealthCare LLC; BeiGene, Ltd.; Eli Lilly and Company; Datos Health; and Verastem, Inc. to evaluate VS-6766 in combination with lumakrastm (Sotorasib) in patients with KRAS G12C-mutant non-small cell lung cancer. It has an agreement with Kyowa Kirin Co., Ltd. to jointly develop and commercialize KHK4083, a Phase 3-ready anti-OX40 fully human monoclonal antibody for the treatment of atopic dermatitis and other autoimmune diseases; and research and development collaboration with Neumora Therapeutics, Inc. and Plexium, Inc. Amgen Inc. was incorporated in 1980 and is headquartered in Thousand Oaks, California.",Thousand Oaks,805 447 1000,CA,United States,[],https://www.amgen.com,1,One Amgen Center Drive,Drug Manufacturers—General,0.50987,0.25959,0.7578,9880000512,-0.008,0.38819,13425000448,180,hold,19525000000,9330374656,269,283.74,0.202,1.679,0.09928001,24,265.19,1059.513,1.15164,325,11477999616,38704001024,26329999360,21.511,USD,48.29,1.173,2.7,NMS,Amgen Inc.,Amgen Inc.,America/New_York,EST,FALSE,-18000000,EQUITY,AMGN,finmb_24816,us_market,,6.777,,13.292,0.40931916,,18.56,,533579008,,,,6.847,11772512,0.0221,,1640908800,0.78970003,6834999808,12.46,1.94,-0.12348354,41.440044,0.00207,1703980800,,1664496000,4.43,1664496000,532485369,0.640188,1.78442E+11,2,,943228800,2:01,,1668556800,,0.137,5.7500076,1667174400,2.43,,15.287715,,0.0221,17107713,0,,,283.4,281.95,245.24095,0.026746647,0.60830003,,285.57,,2920780,283.4,255.3464,7.58,281.95,,2920780,,,7.76,1668556800,,,281.765,USD,22.77207,1187436,,,,1.51398E+11,,,2844347,281.765,289.8,900,1187436,296.67,,2.82,198.64,283.52,FALSE,0.0274,800,285.57,,283.74,280.96,https://logo.clearbit.com/amgen.com,1.584,,805 447 1010,,,,,,,,,,,,,,,
364,364,14625-2396,Industrials,16000,"Paychex, Inc. provides integrated human capital management solutions for human resources (HR), payroll, benefits, and insurance services for small to medium-sized businesses in the United States, Europe, and India. It offers payroll processing services; payroll tax administration services; employee payment services; and regulatory compliance services, such as new-hire reporting and garnishment processing. The company also provides HR solutions, including payroll, employer compliance, HR and employee benefits administration, risk management outsourcing, and the on-site availability of a professionally trained HR representative; and retirement services administration, including plan implementation, ongoing compliance with government regulations, employee and employer reporting, participant and employer online access, electronic funds transfer, and other administrative services. In addition, it offers cloud-based HR administration software products for employee benefits management and administration, time and attendance, digital communication solutions, recruiting, and onboarding solutions; plan administration outsourcing and state unemployment insurance services; various business services to small to medium-sized businesses comprising payroll funding and outsourcing services, which include payroll processing, invoicing, and tax preparation; and payment processing services, financial fitness programs, and a small-business loan resource center. Further, the company provides insurance services for property and casualty coverage, such as workers' compensation, business-owner policies, cyber security protection, and commercial auto, as well as health and benefits coverage, including health, dental, vision, and life. It markets and sells its services primarily through its direct sales force. The company was founded in 1971 and is headquartered in Rochester, New York.",Rochester,585 385 6666,NY,United States,[],https://www.paychex.com,1,911 Panorama Trail South,Staffing & Employment Services,0.43987,0.30378,0.70543,1484199936,0.114,0.39973,2082800000,112.21,hold,3255400000,1562324992,127.5,123.21,0.141,1.294,0.12793,16,126.79,28.02,0.46543,140,1230000000,879100032,4735000064,3.413,USD,13.131,0.554,2.9,NMS,"Paychex, Inc.","Paychex, Inc.",America/New_York,EST,TRUE,-18000000,EQUITY,PAYX,finmb_295368,us_market,,8.737,,19.862,,,3.21,,360756992,,,,8.261,9702247,0.0269,,1653955200,0.73222,1438400000,2.92,,,14.9146595,0.107480004,1717113600,,1661904000,4.92,1663200000,321776470,0.991156,41369075712,2,,959040000,3:02,,,,0.137,9.3873005,1665705600,1.94,,38.38318,,0.030199999,8980885,,,,123.16,123.22,122.6388,0.020136407,0.73050004,,123.715,,1516250,123.16,115.8898,2.48,123.22,,1516250,,,3.16,1667865600,,,122.67,USD,42.195206,587882,,,,44448870400,,,1680169,122.67,123.15,800,587882,141.92,,2.78,105.66,122.97,FALSE,0.0274,900,123.715,,123.21,123.25,https://logo.clearbit.com/paychex.com,,,,,,,df67ae23-54f3-3af9-a30f-14e6fe5e33be,,,,,,,,,,,
456,456,72762-6999,Consumer Defensive,137000,"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods. The company processes live fed cattle and live market hogs; fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, as well as case ready beef and pork, and fully cooked meats; raises and processes chickens into fresh, frozen, and value-added chicken products; and supplies poultry breeding stock; sells specialty products, such as hides and meats. It also manufactures and markets frozen and refrigerated food products, including ready-to-eat sandwiches, flame-grilled hamburgers, Philly steaks, pepperoni, bacon, breakfast sausage, turkey, lunchmeat, hot dogs, flour and corn tortilla products, appetizers, snacks, prepared meals, ethnic foods, side dishes, meat dishes, breadsticks, and processed meats under the Jimmy Dean, Hillshire Farm, Ball Park, Wright, State Fair, Aidells, and Gallo Salame brands. The company also offers its products under Tyson and ibp brands. It sells its products through its sales staff to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores, military commissaries, industrial food processing companies, chain restaurants or their distributors, live markets, international export companies, and domestic distributors who serve restaurants and food service operations, such as plant and school cafeterias, convenience stores, hospitals, and other vendors, as well as through independent brokers and trading companies. The company was founded in 1935 and is headquartered in Springdale, Arkansas.",Springdale,479 290 4000,AR,United States,[],https://www.tysonfoods.com,1,2200 West Don Tyson Parkway,Farm Products,0.13559,0.07745,0.15507,3073999872,0.082,0.112959996,7098999808,68,hold,6861000000,2418625024,89,67.33,0.01,1.987,0.1028,11,88.35,42.732,0.22497,111,1056000000,8328000000,52356001792,2.936,USD,144.83,0.763,2.6,NYQ,"Tyson Foods, Inc.","Tyson Foods, Inc.",America/New_York,EST,TRUE,-18000000,EQUITY,TSN,finmb_190636,us_market,,0.607,,4.479,,,6.42,,293071008,,,,42.875,4705254,0.013099999,,1633132800,0.86751,4055000064,5.54,,,1.570379,0.021760002,1696204800,,1656720000,2.02,1663200000,283023109,0.725128,31795924992,2,,856224000,3:02,,,,0.001,0.46692345,1665705600,1.03,,10.487539,,0.0186,4344525,,,,67.14,67.27,82.0111,0.025022341,0.16399999,,67.87,,4039990,67.14,67.0114,1.68,67.27,,4039990,,,1.84,1669766400,,,67.22,USD,12.15343,1970547,,,,24446244864,,,2633271,67.22,67.43,1400,1970547,100.72,,2.07,62.94,67.42,FALSE,0.0271,800,67.87,,67.33,67.43,https://logo.clearbit.com/tysonfoods.com,,,,,,,55f18f64-6d57-32d0-87c7-3e243bc8c3f3,,,,,,,,,,,
34,34,2116,Real Estate,6378,"American Tower Corporation, one of the largest global REITs, is a leading independent owner, operator and developer of multitenant communications real estate with a portfolio of approximately 219,000 communications sites. For more information about American Tower, please visit the Earnings Materials and Investor Presentations sections of our investor relations website at www.americantower.com.",Boston,617-375-7500,MA,United States,[],https://www.americantower.com,1,116 Huntington Avenue,REIT—Specialty,0.60761,0.27776,0.69435996,3190099968,0.088,0.30293,6350300160,209,buy,6674900000,3987062528,247,220.08,0.139,0.568,0.03115,17,247.76,378.791,0.25942,280,2121799936,46661799936,10451300352,4.557,USD,22.77,0.489,2,NYQ,American Tower Corporation (REI,American Tower Corporation,America/New_York,EST,FALSE,-18000000,EQUITY,AMT,finmb_24766,us_market,,14.562,,23.967,-0.16974169,,4.64,,465606016,,,,13.492,4203518,0.009,,1640908800,0.92850995,2903000064,6.29,1.47,-0.12348354,16.31189,0.00202,1703980800,,1664496000,1.67,1664496000,463971327,0.524483,1.52195E+11,2,,,,,1665100800,,0.161,9.804577,1667174400,382.44,,47.431038,,0.0104,3440127,0,,,218.25,219.64,241.29895,0.02607102,0.90459996,,221.24,,1983820,218.25,210.1364,5.69,219.64,,1983820,,,5.88,1665100800,,,218.38,USD,34.988873,530446,,,,1.02471E+11,,,2042934,218.38,220.52,800,530446,294.4,,1.87,178.17,219.72,FALSE,0.0269,900,221.24,,220.08,218.25,https://logo.clearbit.com/americantower.com,3.4138,11th Floor,617-375-7575,,,,,,,,,,,,,,,
387,387,91201,Real Estate,5800,"Public Storage, a member of the S&P 500 and FT Global 500, is a REIT that primarily acquires, develops, owns and operates self-storage facilities. At September 30, 2020, we had: (i) interests in 2,504 self-storage facilities located in 38 states with approximately 171 million net rentable square feet in the United States, (ii) an approximate 35% common equity interest in Shurgard Self Storage SA (Euronext Brussels:SHUR) which owned 239 self-storage facilities located in seven Western European nations with approximately 13 million net rentable square feet operated under the Shurgard brand and (iii) an approximate 42% common equity interest in PS Business Parks, Inc. (NYSE:PSB) which owned and operated approximately 28 million rentable square feet of commercial space at September 30, 2020. Our headquarters are located in Glendale, California.",Glendale,818-244-8080,CA,United States,[],https://www.publicstorage.com,1,701 Western Avenue,REIT—Industrial,0.71980006,0.58248,0.74685997,2866873088,0.241,0.50633,2814520064,290,buy,2578319000,1945144064,363.5,298.61,0.736,1.07,0.07649,12,364,73.056,0.239,482,1013886016,7340903936,3910157056,5.776,USD,22.331,1.041,2,NYQ,Public Storage,Public Storage,America/New_York,EST,TRUE,-18000000,EQUITY,PSA,finmb_305520,us_market,,16.136,,22.418,,,7.9,,175355008,,,,27.515,2973772,0.016900001,,1640908800,0.80773,2067890048,6.709,,,10.852626,0.13584,1703980800,,1656547200,3.53,1663200000,152689829,0.382461,63096160256,2,,,,,,,0.593,13.391471,1665705600,1.51,,37.798733,,0.0216,2473143,,,,297.12,299.66,332.68176,0.026925148,0.6814,,302.72,,823830,297.12,293.9068,8,299.66,,823830,,,8,1663027200,,,296.5,USD,44.508865,383025,,,,52362756096,,,842230,296.5,299.95,800,383025,421.76,,3.34,270.73,297.43,FALSE,0.026800001,900,302.72,,298.61,299,https://logo.clearbit.com/publicstorage.com,,,,,,,041159b9-03da-37d5-9238-37346de98407,,,,,,,,,,,
29,29,63103,Utilities,9116,"Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. It operates through four segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, and Ameren Transmission. The company engages in the rate-regulated electric generation, transmission, and distribution activities; and rate-regulated natural gas distribution and transmission businesses. It primarily generates electricity through coal, nuclear, and natural gas, as well as renewable sources, such as hydroelectric, wind, methane gas, and solar. The company serves residential, commercial, and industrial customers. Ameren Corporation was founded in 1881 and is headquartered in St. Louis, Missouri.",Saint Louis,314 621 3222,MO,United States,[],https://www.ameren.com,1,One Ameren Plaza,Utilities—Regulated Electric,0.40223,0.14458999,0.45024,2068000000,0.285,0.22442,2881999872,82,buy,2991000000,-1442625024,91,88.81,0.055,0.793,0.02779,13,90.31,144.753,0.10335,98,7000000,14952999936,7165000192,0.027,USD,27.769,0.346,2.1,NYQ,Ameren Corporation,Ameren Corporation,America/New_York,EST,FALSE,-18000000,EQUITY,AEE,finmb_373264,us_market,,5.284,,13.137,0.04295349,,4.37,,258522000,,,,39.462,4845795,0.0187,,1640908800,0.79906,1036000000,3.99,0.59,-0.12348354,2.2505193,0.00401,1703980800,,1664496000,3.27,1664496000,257154587,0.414943,37861142528,2,,,,,1662422400,,0.064,3.2043736,1667174400,3.45,,20.322655,,0.0241,4299524,0,,,88.14,88.49,89.0668,0.02632176,0.5815,,88.96,,1346880,88.14,82.7482,2.32,88.49,,1346880,,,2.36,1670284800,,,88.38,USD,22.258144,333340,,,,22959337472,,,1436846,88.38,91.35,800,333340,99.2,,2.64,73.28,86.56,FALSE,0.026800001,1300,88.96,,88.81,88.09,https://logo.clearbit.com/ameren.com,2.5344,1901 Chouteau Avenue,,,,,,,,,,,,,,,,
460,460,68179,Industrials,30582,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, operates in the railroad business in the United States. The company offers transportation services for grain and grain products, fertilizers, food and refrigerated products, and coal and renewables to grain processors, animal feeders, ethanol producers, and other agricultural users; petroleum, and liquid petroleum gases; and construction products, industrial chemicals, plastics, forest products, specialized products, metals and ores, soda ash, and sand, as well as finished automobiles, automotive parts, and merchandise in intermodal containers. As of December 31, 2021, its rail network included 32,452 route miles connecting Pacific Coast and Gulf Coast ports with the Midwest and Eastern United States gateways. The company was founded in 1862 and is headquartered in Omaha, Nebraska.",Omaha,402 544 5000,NE,United States,[],https://www.up.com,1,1400 Douglas Street,Railroads,0.50139,0.28946,0.55416,9598999552,0.18,0.40998,12248000512,177,buy,12747000000,4355749888,216.5,213.33,0.187,0.771,0.09803,28,216.43,298.484,0.55113,250,1312999936,35050999808,24427999232,2.136,USD,38.796,0.589,2.3,NYQ,Union Pacific Corporation,Union Pacific Corporation,America/New_York,EST,TRUE,-18000000,EQUITY,UNP,finmb_310078,us_market,,6.315,,12.595,,,10.82,,642876032,,,,24.437,5899487,0.0096,,1640908800,0.81607,7071000064,7.727,,,8.7297945,0.00257,1703980800,,1664496000,1.78,1663200000,613565050,1.154753,1.54264E+11,2,,1402272000,2:01,,,,0.133,5.614244,1665705600,1.55,,19.716267,,0.0096,5796296,,,,212.52,213,225.77875,0.018257106,0.4429,,215.42,,3899250,212.52,202.2592,3.88,213,,3899250,,,5.2,1661817600,,,212.48,USD,27.608385,1058332,,,,1.37145E+11,,,3358560,212.48,216,900,1058332,278.94,,2,183.7,208.87,FALSE,0.026600001,800,215.42,,213.33,212.75,https://logo.clearbit.com/up.com,,,,,,,c077bb12-7f5a-3cf2-8062-a182f13672e7,,,,,,,,,,,
194,194,55987-1500,Industrials,19519,"Fastenal Company, together with its subsidiaries, engages in the wholesale distribution of industrial and construction supplies in the United States, Canada, Mexico, North America, and internationally. It offers fasteners, and related industrial and construction supplies under the Fastenal name. The company's fastener products include threaded fasteners, bolts, nuts, screws, studs, and related washers, which are used in manufactured products and construction projects, as well as in the maintenance and repair of machines. It also offers miscellaneous supplies and hardware, including pins, machinery keys, concrete anchors, metal framing systems, wire ropes, strut products, rivets, and related accessories. The company serves the manufacturing market comprising original equipment manufacturers; maintenance, repair, and operations; and non-residential construction market, which includes general, electrical, plumbing, sheet metal, and road contractors. It also serves farmers, truckers, railroads, mining companies, schools, and retail trades; and oil exploration, production, and refinement companies, as well as federal, state, and local governmental entities. The company distributes its products through a network of 3,209 in-market locations and 15 distribution centers. Fastenal Company was founded in 1967 and is headquartered in Winona, Minnesota.",Winona,507 454 5374,MN,United States,[],https://www.fastenal.com,1,2001 Theurer Boulevard,Industrial Distribution,0.23427999,0.15732999,0.4636,795500032,0.16,0.20854001,1597100032,43,hold,2777200000,469887488,48,52.33,0.183,3.982,0.20079,7,47.57,25.588,0.35015,55,231500000,808899968,6816900096,0.404,USD,11.858,1.672,3,NMS,Fastenal Company,Fastenal Company,America/New_York,EST,TRUE,-18000000,EQUITY,FAST,finmb_270747,us_market,,4.006,,17.099,,,1.71,,575163008,,,,4.851,12064821,0.0211,,1640908800,0.79328,1072499968,1.51,,,10.787467,0.00177,1703980800,,1664496000,2.92,1663200000,570526116,1.180545,27308103680,2,,1558569600,2:01,,,,0.169,4.4152446,1665705600,3.97,,30.602339,,0.0239,12963055,,,,52.41,52.23,51.8584,0.019652737,0.65050006,,52.51,,3053220,52.41,48.2276,1.03,52.23,,3053220,,,1.24,1666742400,,,52.21,USD,34.655632,846167,,,,30098280448,,,3607536,52.21,53.4,800,846167,64.75,,2.37,43.73,52.29,FALSE,0.026600001,800,52.51,,52.33,52.41,https://logo.clearbit.com/fastenal.com,,,,,,,dca6e617-f6fb-3403-bdeb-311e7e7c93cc,,,,,,,,,,,
88,88,43017,Healthcare,45570,"Cardinal Health, Inc. operates as an integrated healthcare services and products company in the United States, Canada, Europe, Asia, and internationally. It provides customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories, physician offices, and patients in the home. The company operates in two segments, Pharmaceutical and Medical. The Pharmaceutical segment distributes branded and generic pharmaceutical, specialty pharmaceutical, and over-the-counter healthcare and consumer products. The segment also provides services to pharmaceutical manufacturers and healthcare providers for specialty pharmaceutical products; operates nuclear pharmacies and radiopharmaceutical manufacturing facilities; repackages generic pharmaceuticals and over-the-counter healthcare products; and offers medication therapy management and patient outcomes services to hospitals, other healthcare providers, and payers, as well as provides pharmacy management services to hospitals. The Medical segment manufactures, sources, and distributes Cardinal Health branded medical, surgical, and laboratory products and devices that include exam and surgical gloves; needles, syringe, and sharps disposals; compressions; incontinences; nutritional delivery products; wound care products; single-use surgical drapes, gowns, and apparels; fluid suction and collection systems; urology products; operating room supply products; and electrode product lines. The segment also distributes a range of national brand products, including medical, surgical, and laboratory products; provides supply chain services and solutions to hospitals, ambulatory surgery centers, clinical laboratories, and other healthcare providers; and assembles and sells sterile, and non-sterile procedure kits. The company was incorporated in 1979 and is headquartered in Dublin, Ohio.",Dublin,614 757 5000,OH,United States,[],https://www.cardinalhealth.com,1,7000 Cardinal Place,Medical Distribution,0.012990001,-0.00514,0.03609,3121999872,0.106,0.00917,2356000000,56,hold,6545000000,3932875008,72,78.95,0.262,1.078,0.02355,13,70.92,,-1.71323,80,4717000192,5848000000,1.81364E+11,17.309,USD,650.05,0.5,2.8,NYQ,"Cardinal Health, Inc.","Cardinal Health, Inc.",America/New_York,EST,TRUE,-18000000,EQUITY,CAH,finmb_172207,us_market,,0.119,,9.196,,,6.23,,281788000,,,,6.704,15083639,0.057600003,,1656547200,0.9264,-933000000,4.705,,,11.776551,0.00397,1719705600,,1656547200,4.77,1663200000,271389613,0.783345,21665081344,2,,987984000,3:02,,,,0.19,0.12266581,1665705600,1.43,,12.672552,,0.0765,18357974,,,,78.44,79.01,61.76925,0.02471953,,,79.72,,3299740,78.44,72.2596,1.939,79.01,,3299740,,,1.98,1664496000,,,78.5,USD,16.780022,1097988,,,,22247161856,,,3132536,78.5,80,900,1097988,81.57,,3.61,45.85,76.38,FALSE,0.026500002,1300,79.72,,78.95,78,https://logo.clearbit.com/cardinalhealth.com,,,,,,,e85376ee-0e1a-361f-be64-77af29b700fd,,,,,,,,,,,
485,485,94104,Financial Services,239209,"Wells Fargo & Company, a diversified financial services company, provides banking, investment, mortgage, and consumer and commercial finance products and services in the United States and internationally. It operates through four segments: Consumer Banking and Lending; Commercial Banking; Corporate and Investment Banking; and Wealth and Investment Management. The Consumer Banking and Lending segment offers diversified financial products and services for consumers and small businesses. Its financial products and services include checking and savings accounts, and credit and debit cards, as well as home, auto, personal, and small business lending services. The Commercial Banking segment provides financial solutions to private, family owned, and certain public companies. Its products and services include banking and credit products across various industry sectors and municipalities, secured lending and lease products, and treasury management services. The Corporate and Investment Banking segment offers a suite of capital markets, banking, and financial products and services to corporate, commercial real estate, government, and institutional clients. Its products and services comprise corporate banking, investment banking, treasury management, commercial real estate lending and servicing, equity, and fixed income solutions, as well as sales, trading, and research capabilities services. The Wealth and Investment Management segment provides personalized wealth management, brokerage, financial planning, lending, private banking, and trust and fiduciary products and services to affluent, high-net worth, and ultra-high-net worth clients. It also operates through financial advisors. Wells Fargo & Company was founded in 1852 and is headquartered in San Francisco, California.",San Francisco,866 249 3302,CA,United States,[],https://www.wellsfargo.com,1,420 Montgomery Street,Banks—Diversified,0,0.21379,0,,-0.075,0.27777,,45,buy,82948000000,,52,47.44,-0.274,,0.008690001,25,53.04,,0.09014,65,3.36314E+11,2.28194E+11,75156996096,88.61,USD,19.588,,2,NYQ,Wells Fargo & Company,Wells Fargo & Company,America/New_York,EST,TRUE,-18000000,EQUITY,WFC,finmb_292891,us_market,,1.14,,,,,3.57,,3987229952,,,,40.309,29453781,0.0078,,1640908800,0.73980004,14951999488,1.456,,,1.1769084,0.00133,1703980800,,1664496000,1.62,1663200000,3790922894,1.131171,85710086144,2,,1155513600,2:01,,,,-0.311,2.5167873,1665705600,1.84,,13.288515,,0.0078,34046119,,,,47.33,47.36,45.352,0.017113881,0.2597,,47.64,,14495480,47.33,44.2432,0.81,47.36,,14495480,,,1.2,1667433600,,,47.015,USD,32.582417,4679559,,,,1.89154E+11,,,17332706,47.015,47.49,2900,4679559,60.3,,3.3,36.54,47.46,FALSE,0.026400002,900,47.64,,47.44,47.49,https://logo.clearbit.com/wellsfargo.com,,,,,,,0bc07f6d-ca07-3490-b750-d6d47f2b33a9,,,,,,,,,,,
