,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
225,77032,Energy,40000.0,"Halliburton Company provides products and services to the energy industry worldwide. It operates in two segments, Completion and Production, and Drilling and Evaluation. The Completion and Production segment offers production enhancement services that include stimulation and sand control services; cementing services, such as well bonding and casing, and casing equipment; completion tools that offer downhole solutions and services, including well completion products and services, intelligent well completions, and service tools, as well as liner hanger, sand control, and multilateral systems; production solutions comprising coiled tubing, hydraulic workover units, downhole tools, and pumping and nitrogen services; and pipeline and process services, such as pre-commissioning, commissioning, maintenance, and decommissioning. This segment also provides electrical submersible pumps, as well as artificial lift services. The Drilling and Evaluation segment offers drilling fluid systems, performance additives, completion fluids, solids control, specialized testing equipment, and waste management services; oilfield completion, production, and downstream water and process treatment chemicals and services; drilling systems and services; wireline and perforating services consists of open-hole logging, and cased-hole and slickline; and drill bits and services comprising roller cone rock bits, fixed cutter bits, hole enlargement, and related downhole tools and services, as well as coring equipment and services. This segment also provides cloud based digital services and artificial intelligence solutions on an open architecture for subsurface insights, integrated well construction, and reservoir and production management; testing and subsea services, such as acquisition and analysis of reservoir information and optimization solutions; and project management and integrated asset management services. Halliburton Company was founded in 1919 and is based in Houston, Texas.",Houston,281 871 2699,TX,United States,[],https://www.halliburton.com,1,3000 North Sam Houston Parkway East,Oil & Gas Equipment & Services,0.18671,0.09162,0.15185,1760999936.0,0.388,0.13748,3545999872.0,33.0,buy,2016000000.0,920875008.0,43.9,36.36,1.304,2.096,0.07488,25.0,43.76,117.122,0.26346,54.0,1976999936.0,8954000384.0,18992001024.0,2.177,USD,21.061,1.327,2.0,NYQ,Halliburton Company,Halliburton Company,America/New_York,EST,True,-18000000,EQUITY,HAL,finmb_177698,us_market,,2.113,,11.316,,,1.41,,895116032.0,,,,5.816,22317736.0,0.024600001,,1640908800.0,0.84116995,1740000000.0,-1.989,,,6.2517195,0.0029699998,1703980800.0,,1664496000.0,1.98,1663200000.0,904432751.0,2.103537,40126545920.0,2,,1153094400.0,2:1,,,,1.305,1.7136909,1665705600.0,0.33,,25.787235,,0.0278,17709159.0,,,,36.56,36.37,33.517,0.0049234135,0.171,,36.79,,9218310.0,36.56,32.3656,0.18,36.37,,9218310.0,,,0.48,1662422400.0,,,36.12,USD,,2830732.0,,,,32546418688.0,,,10693347.0,36.12,36.45,1800.0,2830732.0,43.99,,2.3,20.77,36.36,False,0.013200001,1000.0,36.79,,36.36,36.32,https://logo.clearbit.com/halliburton.com,,,,,,,ee465b6f-a3ae-3152-bfa4-5d36cc7180d1,,,,,,,,,,,
226,06155,Financial Services,18100.0,"The Hartford Financial Services Group, Inc. provides insurance and financial services to individual and business customers in the United States, the United Kingdom, and internationally. Its Commercial Lines segment offers workers' compensation, property, automobile, liability, umbrella, bond, marine, livestock, and reinsurance; and customized insurance products and risk management services, including professional liability, bond, surety, and specialty casualty coverages through regional offices, branches, sales and policyholder service centers, independent retail agents and brokers, wholesale agents, and reinsurance brokers. The company's Personal Lines segment provides automobile, homeowners, and personal umbrella coverages through direct-to-consumer channel and independent agents. Its Property & Casualty Other Operations segment offers coverage for asbestos and environmental exposures. The company's Group Benefits segment provides group life, disability, and other group coverages to members of employer groups, associations, and affinity groups through direct insurance policies; reinsurance to other insurance companies; employer paid and voluntary product coverages; disability underwriting, administration, and claims processing to self-funded employer plans; and a single-company leave management solution. This segment distributes its group insurance products and services through brokers, consultants, third-party administrators, trade associations, and private exchanges. Its Hartford Funds segment offers investment products for retail and retirement accounts; exchange-traded products through broker-dealer organizations, independent financial advisers, defined contribution plans, financial consultants, bank trust groups, and registered investment advisers; and investment management and administrative services, such as product design, implementation, and oversight. The company was founded in 1810 and is headquartered in Hartford, Connecticut.",Hartford,860 547 5000,CT,United States,[],https://www.thehartford.com,1,One Hartford Plaza,Insurance—Diversified,0.15609,0.09437,0.34654,3899000064.0,-0.038,0.12618,3470000128.0,70.0,buy,7940000000.0,4683375104.0,82.0,75.97,-0.474,1.908,0.023829998,17.0,82.71,30.753,0.12923001,104.0,2782000128.0,4375000064.0,22230999040.0,8.609,USD,66.154,0.993,2.0,NYQ,Hartford Financial Services Gro,"The Hartford Financial Services Group, Inc.",America/New_York,EST,True,-18000000,EQUITY,HIG,finmb_341546,us_market,,1.093,,7.004,,,6.67,,340352992.0,,,,48.58,3467963.0,0.0107,,1640908800.0,0.92681,2076999936.0,4.688,,,1.5638123,0.00382,1703980800.0,,1656547200.0,1.91,1663200000.0,321882123.0,0.878039,24304609280.0,2,,900547200.0,2:1,,,,-0.512,1.1630883,1665705600.0,0.73,,11.389805,,0.0125,3187128.0,,,,75.53,75.97,68.4186,0.0175427,0.24790001,,76.09,,1786050.0,75.53,68.2378,1.325,75.97,,1786050.0,,,1.54,1661904000.0,,,75.685,USD,16.205204,461702.0,,,,25856616448.0,,,1805411.0,75.685,77.1,1000.0,461702.0,76.09,,2.28,60.17,75.76,False,0.0222,800.0,76.09,,75.97,75.61,https://logo.clearbit.com/thehartford.com,,,,,,,f02195be-f3c1-3726-bc48-d2b5246c2b12,,,,,,,,,,,
227,02861-1059,Consumer Cyclical,6640.0,"Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company. Its Consumer Products segment engages in the sourcing, marketing, and sale of toy and game products. This segment also promotes its brands through the out-licensing of trademarks, characters, and other brand and intellectual property rights to third parties through the sale of branded consumer products, such as toys and apparels. Its toys and games include action figures, arts and crafts and creative play products, fashion and other dolls, play sets, preschool toys, plush products, sports action blasters and accessories, vehicles and toy-related specialty products, games, and other consumer products; and licensed products, such as apparels, publishing products, home goods and electronics, and toy products. The company's Wizards of the Coast and Digital Gaming segment engages in the promotion of its brands through the development of trading card, role-playing, and digital game experiences based on Hasbro and Wizards of the Coast games. Its Entertainment segment engages in the development, acquisition, production, distribution, and sale of world-class entertainment content, including film, scripted and unscripted television, family programming, digital content, and live entertainment. The company sells its products to retailers, distributors, wholesalers, discount stores, drug stores, mail order houses, catalog stores, department stores, and other traditional retailers, as well as ecommerce retailers; and directly to customer through Hasbro PULSE e-commerce website. Hasbro, Inc. was founded in 1923 and is headquartered in Pawtucket, Rhode Island.",Pawtucket,401 431 8697,RI,United States,[],https://www.hasbro.com,1,1027 Newport Avenue,Leisure,0.16062,0.06696,0.48705003,394500000.0,-0.149,0.12037,994499968.0,73.0,buy,3243900000.0,1010062528.0,87.5,62.1,-0.492,1.383,0.046919998,12.0,89.25,132.377,0.13699001,113.0,551600000.0,3969999872.0,6191600128.0,3.988,USD,44.624,0.738,1.8,NMS,"Hasbro, Inc.","Hasbro, Inc.",America/New_York,EST,True,-18000000,EQUITY,HAS,finmb_277746,us_market,,2.028,,12.625,,,5.14,,137947008.0,,,,21.223,5396227.0,0.039100002,,1640476800.0,0.86474,414600000.0,2.966,,,2.9260707,0.07738,1703548800.0,,1664064000.0,3.86,1663200000.0,130216365.0,0.806927,12555881472.0,2,,921542400.0,3:2,,,,-0.49,1.3835695,1665705600.0,1.67,,12.081712,,0.047199998,4158305.0,,,,62.16,62.17,80.6943,0.043758046,0.92620003,,62.72,,1985210.0,62.16,66.1028,2.72,62.17,,1985210.0,,,2.8,1667174400.0,,,62.09,USD,20.937288,509859.0,,,,8566509056.0,,,1438257.0,62.09,63.56,900.0,509859.0,105.73,,2.89,55.15,62.04,False,0.0424,800.0,62.72,,62.1,62.78,https://logo.clearbit.com/hasbro.com,,,,,,,85fa4f9f-8cea-3895-a266-8d511966de3d,,,,,,,,,,,
228,37203,Healthcare,204000.0,"HCA Healthcare, Inc., through its subsidiaries, provides health care services company in the United States. The company operates general and acute care hospitals that offers medical and surgical services, including inpatient care, intensive care, cardiac care, diagnostic, and emergency services; and outpatient services, such as outpatient surgery, laboratory, radiology, respiratory therapy, cardiology, and physical therapy. It also operates outpatient health care facilities consisting of freestanding ambulatory surgery centers, freestanding emergency care facilities, urgent care facilities, walk-in clinics, diagnostic and imaging centers, rehabilitation and physical therapy centers, radiation and oncology therapy centers, physician practices, and various other facilities. In addition, the company operates psychiatric hospitals, which provide therapeutic programs comprising child, adolescent and adult psychiatric care, adolescent and adult alcohol, drug abuse treatment, and counseling services. As of December 31, 2021, it operated 182 hospitals, including 175 general and acute care hospitals, five psychiatric hospitals, and two rehabilitation hospitals; 125 freestanding surgery centers; and 21 freestanding endoscopy centers in 20 states and England. The company was formerly known as HCA Holdings, Inc. HCA Healthcare, Inc. was founded in 1968 and is headquartered in Nashville, Tennessee.",Nashville,615 344 9551,TN,United States,[],https://www.hcahealthcare.com,1,One Park Plaza,Medical Care Facilities,0.20021999,0.089899994,0.38152,8438000128.0,-0.02,0.15094,11973000192.0,215.0,buy,22492000000.0,3491500032.0,239.5,239.37,-0.441,1.378,0.11166,22.0,240.64,,11.82999,283.0,999000000.0,39472001024.0,59799998464.0,3.447,USD,201.581,0.976,1.8,NYQ,"HCA Healthcare, Inc.","HCA Healthcare, Inc.",America/New_York,EST,True,-18000000,EQUITY,HCA,finmb_261825,us_market,,1.726,,8.62,,,15.19,,311023008.0,,,,0.74,3242463.0,0.0113,,1640908800.0,0.67252,5376000000.0,13.382,,,323.47296,0.25067,1703980800.0,,1664496000.0,2.29,1663200000.0,216406402.0,1.685703,103209271296.0,2,,,,,,,-0.5,1.2449762,1665705600.0,2.48,,15.758394,,0.0150999995,4359417.0,,,,237.28,238.97,216.9639,0.0020229265,0.122,,241.23,,1379190.0,237.28,209.4336,0.48,238.97,,1379190.0,,,2.24,1670889600.0,,,237.41,USD,17.88746,371351.0,,,,74449575936.0,,,1526449.0,237.41,242.99,800.0,371351.0,279.02,,,164.47,238.7,False,0.0104,1100.0,241.23,,239.37,242.54,https://logo.clearbit.com/hcahealthcare.com,,,,,,,ef95d94b-9166-3224-a83e-659da467e1cb,,,,,,,,,,,
229,80237,Real Estate,196.0,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and S&P 500 company. Healthpeak owns and develops high-quality real estate in the three private-pay healthcare asset classes of Life Science, Medical Office and Senior Housing, designed to provide stability through the inevitable industry cycles. At Healthpeak, we pair our deep understanding of the healthcare real estate market with a strong vision for long-term growth.",Denver,949-407-0700,CO,United States,[],https://www.healthpeak.com,1,5050 South Syracuse Street,REIT—Healthcare Facilities,0.52386004,0.11278,0.58672,885321984.0,0.088,0.17307,1037753984.0,23.0,buy,1127375000.0,1102346880.0,29.0,25.46,-0.754,0.379,0.014450001,15.0,30.33,95.667,0.0326,38.0,74642000.0,6654874112.0,1980973952.0,0.138,USD,3.674,0.07,2.3,NYQ,"Healthpeak Properties, Inc.","Healthpeak Properties, Inc.",America/New_York,EST,True,-18000000,EQUITY,PEAK,finmb_277966,us_market,,9.915,,18.927,,,0.37,,539072000.0,,,,12.374,8117896.0,0.015,,1640908800.0,0.96819997,213084992.0,1.145,,,2.05754,0.0029699998,1703980800.0,,1656547200.0,1.64,1663200000.0,537817007.0,0.82277,19641657344.0,2,,1477958400.0,1098:1000,,,,-0.753,6.928295,1665705600.0,-3.0,,68.81081,,0.025,8452006.0,,,,25.26,25.29,28.2,0.050277118,3.0,,25.5,,4175680.0,25.26,23.729,1.27,25.29,,4175680.0,,,1.2,1659657600.0,,,25.255,USD,22.235807,1273358.0,,,,13724772352.0,,,4331976.0,25.255,25.41,1200.0,1273358.0,36.85,,4.83,21.41,25.4,False,0.052199997,1300.0,25.5,,25.46,25.31,https://logo.clearbit.com/healthpeak.com,,Suite 800,,,,,a2d44ede-dc1e-33ce-bddf-67daa02a8273,,,,,,,,,,,
230,11747,Healthcare,22000.0,"Henry Schein, Inc. provides health care products and services to dental practitioners and laboratories, physician practices, government, institutional health care clinics, and other alternate care clinics worldwide. It operates through two segments, Health Care Distribution, and Technology and Value-Added Services. The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, personal protective equipment, and high-tech and digital restoration equipment, as well as equipment repair services. This segment also provides medical products comprising branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products, X-ray products, equipment, and vitamins. The Technology and Value-Added Services segment offers software, technology, and other value-added services that include practice management software systems for dental and medical practitioners. This segment also provides value-added practice solutions, which comprise financial services on a non-recourse basis, e-services, practice technology, network, and hardware services, as well as continuing education services for practitioners, and consulting and other services. Henry Schein, Inc. was founded in 1932 and is headquartered in Melville, New York.",Melville,631 843 5500,NY,United States,[],https://www.henryschein.com,1,135 Duryea Road,Medical Distribution,0.08545,0.05113,0.29944,737580032.0,0.021,0.06827,1086736000.0,70.0,hold,3672251000.0,597763968.0,80.0,81.44,0.055,1.825,0.06598,11.0,81.55,25.099,0.14315,99.0,108000000.0,1208000000.0,12718020608.0,0.793,USD,92.097,0.731,2.9,NMS,"Henry Schein, Inc.","Henry Schein, Inc.",America/New_York,EST,True,-18000000,EQUITY,HSIC,finmb_339447,us_market,,0.944,,11.048,,,4.19,,138674000.0,,,,23.502,4357964.0,0.032,,1640390400.0,0.98245,650232000.0,2.817,,,3.465237,0.01026,1703462400.0,,1656115200.0,5.14,1663200000.0,134565758.0,0.757921,12006286336.0,2,,1549584000.0,1275:1000,,,,0.026,0.88800067,1665705600.0,1.8,,19.436754,,0.0364,4374643.0,,,,80.4,80.64,78.74805,,0.0,,81.9,,1327370.0,80.4,71.2392,,80.64,,1327370.0,,,,,,,80.205,USD,28.91019,378096.0,,,,11293611008.0,,,1008580.0,80.205,81.73,800.0,378096.0,92.68,,,64.75,79.57,False,,900.0,81.9,,81.44,80.69,https://logo.clearbit.com/henryschein.com,,,,,,,fb438f27-8a30-30bb-b14a-d6711f450eda,,,,,,,,,,,
231,17033,Consumer Defensive,16620.0,"The Hershey Company, together with its subsidiaries, engages in the manufacture and sale of confectionery products and pantry items in the United States and internationally. The company operates through three segments: North America Confectionery, North America Salty Snacks, and International. It offers chocolate and non-chocolate confectionery products; gum and mint refreshment products, including mints, chewing gums, and bubble gums; pantry items, such as baking ingredients, toppings, beverages, and sundae syrups; and snack items comprising spreads, meat snacks, bars and snack bites, mixes, popcorn, and protein bars. The company provides its products primarily under the Hershey's, Reese's, Kisses, Jolly Rancher, Almond Joy, Brookside, barkTHINS, Cadbury, Good & Plenty, Heath, Kit Kat, Payday, Rolo, Twizzlers, Whoppers, York, Ice Breakers, Breath Savers, Bubble Yum, Lily's, SkinnyPop, Pirates Booty, Paqui, Dot's Homestyle Pretzels, and ONE Bar brands, as well as under the Pelon Pelo Rico, IO-IO, and Sofit brands. It markets and sells its products to wholesale distributors, chain grocery stores, mass merchandisers, chain drug stores, vending companies, wholesale clubs, convenience stores, dollar stores, concessionaires, and department stores. The company was founded in 1894 and is headquartered in Hershey, Pennsylvania.",Hershey,717 534 4200,PA,United States,[],https://www.thehersheycompany.com,1,19 East Chocolate Avenue,Confectioners,0.26342,0.16756001,0.44421002,2179004928.0,0.193,0.22785,2561741056.0,210.0,buy,4053818000.0,1165878528.0,236.5,233.76,0.055,0.736,0.14224,20.0,236.85,184.781,0.63255,259.0,339721984.0,5343383040.0,9724770304.0,1.657,USD,47.198,0.301,2.5,NYQ,The Hershey Company,The Hershey Company,America/New_York,EST,True,-18000000,EQUITY,HSY,finmb_98873,us_market,,5.421,,20.58,,,7.27,,145390000.0,,,,10.9,2743594.0,0.0134000005,,1640908800.0,0.78444,1629517056.0,6.72,,,21.445871,0.00338,1703980800.0,,1656806400.0,3.1,1663200000.0,146317172.0,0.344141,52721754112.0,2,,1087344000.0,2:1,,,,0.048,4.9518385,1665705600.0,2.77,,32.154057,,0.0187,2436435.0,,,,232.17,233.22,219.7942,0.0137183955,0.4585,,233.93,,1354330.0,232.17,226.6096,3.185,233.22,,1354330.0,,,4.14,1660780800.0,,,231.94,USD,34.785713,269963.0,,,,48155492352.0,,,958582.0,231.94,234.98,800.0,269963.0,241.45,,2.15,175.08,232.65,False,0.0178,900.0,233.93,,233.76,232.29,https://logo.clearbit.com/thehersheycompany.com,,,,,,,40d8e0c9-bf7f-3432-8f37-196ba1a93230,,,,,,,,,,,
232,10036,Energy,1545.0,"Hess Corporation, an exploration and production company, explores, develops, produces, purchases, transports, and sells crude oil, natural gas liquids (NGLs), and natural gas. The company operates in two segments, Exploration and Production, and Midstream. It conducts production operations primarily in the United States, Guyana, the Malaysia/Thailand Joint Development Area, and Malaysia; and exploration activities principally offshore Guyana, the U.S. Gulf of Mexico, and offshore Suriname and Canada. The company is also involved in gathering, compressing, and processing natural gas; fractionating NGLs; gathering, terminaling, loading, and transporting crude oil and NGL through rail car; and storing and terminaling propane, as well as providing water handling services primarily in the Bakken Shale plays in the Williston Basin area of North Dakota. As of December 31, 2021, it had total proved reserves of 1,309 million barrels of oil equivalent. The company was incorporated in 1920 and is headquartered in New York, New York.",New York,212 997 8500,NY,United States,[],https://www.hess.com,1,1185 Avenue of the Americas,Oil & Gas E&P,0.50356,0.17961,0.69368,3591000064.0,0.776,0.34785,5225999872.0,119.0,buy,5267000000.0,985000000.0,142.5,144.76,3.506,1.783,0.1097,22.0,144.41,110.691,0.3074,175.0,2384000000.0,9070000128.0,10378000384.0,7.718,USD,33.678,1.031,2.3,NYQ,Hess Corporation,Hess Corporation,America/New_York,EST,True,-18000000,EQUITY,HES,finmb_249841,us_market,,4.925,,9.779,,,2.66,,309727008.0,,,,18.246,5905831.0,0.0191,,1640908800.0,0.89805,1864000000.0,-1.339,,,7.933793,0.10257,1703980800.0,,1664496000.0,2.55,1663200000.0,284870669.0,1.542372,51107573760.0,2,,1149120000.0,3:1,,,,3.478,4.3203006,1665705600.0,0.27,,54.421047,,0.028499998,6365641.0,,,,144.9,145.49,114.29895,0.0069013117,0.2284,,146.2,,2005790.0,144.9,130.9368,1.0,145.49,,2005790.0,,,1.5,1663286400.0,,,144.0898,USD,,621777.0,,,,44836081664.0,,,2134893.0,144.0898,145.51,1100.0,621777.0,149.83,,1.66,68.32,144.6,False,0.0106,800.0,146.2,,144.76,146.75,https://logo.clearbit.com/hess.com,,40th Floor,,,,,eb3e8cdb-9a5a-35a1-a745-f1e64bb43feb,,,,,,,,,,,
233,77070,Technology,60400.0,"Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and act upon data seamlessly in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company offers general purpose servers for multi-workload computing and workload-optimized servers; HPE ProLiant rack and tower servers; HPE BladeSystem and HPE Synergy; and solutions for secondary workloads and traditional tape, storage networking, and disk products, such as HPE Modular Storage Arrays and HPE XP. It also offers HPE Apollo and Cray products; and HPE Superdome Flex, HPE Nonstop, HPE Integrity, and HPE Edgeline products. In addition, the company provides HPE Aruba product portfolio that includes wired and wireless local area network hardware products, such as Wi-Fi access points, switches, routers, and sensors; HPE Aruba software and services comprising cloud-based management, network management, network access control, analytics and assurance, and location; and professional and support services, as well as as-a-service and consumption models for the intelligent edge portfolio of products. Further, it offers various leasing, financing, IT consumption, and utility programs and asset management services for customers to facilitate technology deployment models and the acquisition of complete IT solutions, including hardware, software, and services from Hewlett Packard Enterprise and others. Additionally, the company invests in communications and media solutions. It has a partnership with Striim, Inc. to offer high performance and mission-critical solutions with real-time analytics. It serves commercial and large enterprise groups, such as business and public sector enterprises; and through various partners comprising resellers, distribution partners, original equipment manufacturers, independent software vendors, systems integrators, and advisory firms. Hewlett Packard Enterprise Company was founded in 1939 and is headquartered in Houston, Texas.",Houston,650 687 5817,TX,United States,[],https://www.hpe.com,1,11445 Compaq Center West Drive,Communication Equipment,0.16636999,0.13313,0.33396,4512999936.0,0.008,0.07691,4655000064.0,11.5,buy,9376000000.0,-1028499968.0,16.0,15.83,0.069,0.917,0.023570001,19.0,16.26,67.528,0.19742,20.0,2777999872.0,13953999872.0,27978999808.0,2.159,USD,21.399,0.504,2.4,NYQ,Hewlett Packard Enterprise Comp,Hewlett Packard Enterprise Company,America/New_York,EST,True,-18000000,EQUITY,HPE,finmb_273983758,us_market,,1.048,,6.301,,,1.92,,1293440000.0,,,,12.466,28792883.0,0.0224,,1635638400.0,0.85717005,3724999936.0,-0.334,,,1.2698541,0.00365,1698710400.0,,1659225600.0,2.14,1663200000.0,1282274645.0,1.172439,29332881408.0,2,,1504224000.0,1289:1000,,,,0.043,0.7318044,1665705600.0,1.24,,8.244792,,0.034,30197679.0,,,,15.8,15.8,14.71665,0.030379746,0.1714,,15.99,,14000790.0,15.8,13.5634,0.48,15.8,,14000790.0,,,0.48,1662681600.0,,,15.73,USD,,5567519.0,,,,20475154432.0,,,14134082.0,15.73,15.95,2900.0,5567519.0,17.76,,3.15,11.9,15.87,False,0.0341,3000.0,15.99,,15.83,15.72,https://logo.clearbit.com/hpe.com,,,,,,,3cd9b23e-d311-30b2-abcb-cc8c9a1dc8c0,,,,,,,,,,,
234,22102,Consumer Cyclical,142000.0,"Hilton Worldwide Holdings Inc., a hospitality company, owns, leases, manages, develops, and franchises hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, Conrad Hotels & Resorts, Canopy by Hilton, Tempo by Hilton, Motto by Hilton, Signia by Hilton, Hilton Hotels & Resorts, Curio Collection by Hilton, DoubleTree by Hilton, Tapestry Collection by Hilton, Embassy Suites by Hilton, Hilton Garden Inn, Hampton by Hilton, Tru by Hilton, Homewood Suites by Hilton, Home2 Suites by Hilton, and Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. As of February 16, 2022, the company had approximately 6,800 properties with 1 million rooms in 122 countries and territories. Hilton Worldwide Holdings Inc. was founded in 1919 and is headquartered in McLean, Virginia.",McLean,703 883 1000,VA,United States,[],https://www.hilton.com,1,7930 Jones Branch Drive,Lodging,0.61261004,0.31212,0.72915,1330000000.0,0.378,0.56379,2108000000.0,123.0,buy,1765000000.0,1738749952.0,150.0,138.25,0.465,0.884,0.07868,17.0,145.41,,,160.0,1282000000.0,9516999680.0,3440999936.0,4.74,USD,12.367,0.761,2.2,NYQ,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,America/New_York,EST,True,-18000000,EQUITY,HLT,finmb_29470,us_market,,12.61,,20.584,,,3.88,,278721984.0,,,,-5.368,4818584.0,0.0176,,1640908800.0,0.99624,1074000000.0,-2.581,,,,0.01758,1703980800.0,,1664496000.0,2.35,1663200000.0,265774423.0,1.206337,43390578688.0,2,,1483488000.0,1000:2052,,,,0.44,11.198289,1665705600.0,0.65,,35.631443,,0.0179,4921957.0,,,,138.54,138.3,134.74425,0.0010827199,0.0435,,139.3,,1672660.0,138.54,129.0386,0.15,138.3,,1672660.0,,,0.6,1667952000.0,,,137.09,USD,,958032.0,,,,38533312512.0,,,1989569.0,137.09,139.54,900.0,958032.0,167.99,,,108.41,138.12,False,0.0046,900.0,139.3,,138.25,134.4,https://logo.clearbit.com/hilton.com,,Suite 1100,,,,,29fb9b23-7d6a-3acd-8d08-6a8739433cd0,,,,,,,,,,,
