index,sector,longBusinessSummary,country,shortName,symbol,trailingEps,forwardPE,marketCap,dividendYield,trailingPE,position_weight,target_allocation,current_price,quantity,order_quantity,rounding_loss
155,Utilities,"Dominion Energy, Inc. produces and distributes energy in the United States. The company operates through four segments: Dominion Energy Virginia, Gas Distribution, Dominion Energy South Carolina, and Contracted Assets. The Dominion Energy Virginia segment generates, transmits, and distributes regulated electricity to approximately 2.7 million residential, commercial, industrial, and governmental customers in Virginia and North Carolina. The Gas Distribution segment is involved in the regulated natural gas sales, transportation, gathering, storage, and distribution operations in Ohio, West Virginia, North Carolina, Utah, southwestern Wyoming, and southeastern Idaho that serve approximately 3.1 million residential, commercial and industrial customers. It also has nonregulated renewable natural gas facilities in operation. The Dominion Energy South Carolina segment generates, transmits, and distributes electricity to approximately 772,000 customers in the central, southern, and southwestern portions of South Carolina; and distributes natural gas to approximately 419,000 residential, commercial, and industrial customers in South Carolina. The Contracted Assets segment is involved in the nonregulated long-term contracted renewable electric generation and solar generation facility development operations; and gas transportation, LNG import, and storage operations, as well as in the liquefaction facility. As of December 31, 2021, the company's portfolio of assets included approximately 30.2 gigawatt of electric generating capacity; 10,700 miles of electric transmission lines; 78,000 miles of electric distribution lines; and 95,700 miles of gas distribution mains and related service facilities. The company was formerly known as Dominion Resources, Inc. Dominion Energy, Inc. was incorporated in 1983 and is headquartered in Richmond, Virginia.",United States,"Dominion Energy, Inc.",D,-0.574,14.934466,49833635840.0,0.0396,,0.02,2702.0,62.42,43.28740788208907,43.0,17.939999999999763
278,Consumer Defensive,"The Kraft Heinz Company, together with its subsidiaries, manufactures and markets food and beverage products in the United States, Canada, the United Kingdom, and internationally. Its products include condiments and sauces, cheese and dairy products, meals, meats, refreshment beverages, coffee, and other grocery products. The company also offers dressings, healthy snacks, and other categories; and spices and other seasonings. It sells its products through its own sales organizations, as well as through independent brokers, agents, and distributors to chain, wholesale, cooperative and independent grocery accounts, convenience stores, drug stores, value stores, bakeries, pharmacies, mass merchants, club stores, and foodservice distributors and institutions, including hotels, restaurants, hospitals, health care facilities, and government agencies; and online through various e-commerce platforms and retailers. The company was formerly known as H.J. Heinz Holding Corporation and changed its name to The Kraft Heinz Company in July 2015. The Kraft Heinz Company was founded in 1869 and is headquartered in Pittsburgh, Pennsylvania.",United States,The Kraft Heinz Company,KHC,0.442,14.624061,47615156224.0,0.0432,88.009056,0.02,2702.0,39.88,67.75325977933801,67.0,30.039999999999807
196,Industrials,"FedEx Corporation provides transportation, e-commerce, and business services in the United States and internationally. The company's FedEx Express segment offers express transportation, small-package ground delivery, and freight transportation services; time-critical transportation services; and cross-border enablement, technology, and e-commerce transportation solutions. Its FedEx Ground segment provides day-certain delivery services to businesses and residences. The company's FedEx Freight segment offers less-than-truckload freight transportation services. As of May 31, 2022, this segment had approximately 30,000 vehicles and 400 service centers. Its FedEx Services segment provides sales, marketing, information technology, communications, customer service, technical support, billing and collection, and back-office support services. The company's Corporate, Other and Eliminations segment offers integrated supply chain management solutions, specialty transportation, customs brokerage, and global ocean and air freight forwarding services; and document and business services, as well as retail access to its customers for its package transportation businesses. FedEx Corporation was founded in 1971 and is based in Memphis, Tennessee.",United States,FedEx Corporation,FDX,11.357,8.955905,46820020224.0,0.0291,15.558685,0.02,2702.0,186.88,14.45847602739726,14.0,85.68000000000005
274,Consumer Defensive,"Kimberly-Clark Corporation, together with its subsidiaries, manufactures and markets personal care and consumer tissue products worldwide. It operates through three segments: Personal Care, Consumer Tissue, and K-C Professional. The Personal Care segment offers disposable diapers, swimpants, training and youth pants, baby wipes, feminine and incontinence care products, and other related products under the Huggies, Pull-Ups, Little Swimmers, GoodNites, DryNites, Sweety, Kotex, U by Kotex, Intimus, Depend, Plenitud, Softex, Poise, and other brand names. The Consumer Tissue segment provides facial and bathroom tissues, paper towels, napkins, and related products under the Kleenex, Scott, Cottonelle, Viva, Andrex, Scottex, Neve, and other brand names. The K-C Professional segment offers wipers, tissues, towels, apparel, soaps, and sanitizers under the Kleenex, Scott, WypAll, Kimtech, and KleenGuard brands. The company sells household use products directly to supermarkets, mass merchandisers, drugstores, warehouse clubs, variety and department stores, and other retail outlets, as well as through other distributors and e-commerce; and away-from-home use products directly to manufacturing, lodging, office building, food service, and public facilities, as well as through distributors and e-commerce. Kimberly-Clark Corporation was founded in 1872 and is headquartered in Dallas, Texas.",United States,Kimberly-Clark Corporation,KMB,6.668,17.027742,45466894336.0,0.038599998,20.250448,0.011627906976744186,1570.9302325581396,135.13,11.625325483298598,11.0,84.5002325581395
364,Industrials,"Paychex, Inc. provides integrated human capital management solutions for human resources (HR), payroll, benefits, and insurance services for small to medium-sized businesses in the United States, Europe, and India. It offers payroll processing services; payroll tax administration services; employee payment services; and regulatory compliance services, such as new-hire reporting and garnishment processing. The company also provides HR solutions, including payroll, employer compliance, HR and employee benefits administration, risk management outsourcing, and the on-site availability of a professionally trained HR representative; and retirement services administration, including plan implementation, ongoing compliance with government regulations, employee and employer reporting, participant and employer online access, electronic funds transfer, and other administrative services. In addition, it offers cloud-based HR administration software products for employee benefits management and administration, time and attendance, digital communication solutions, recruiting, and onboarding solutions; plan administration outsourcing and state unemployment insurance services; various business services to small to medium-sized businesses comprising payroll funding and outsourcing services, which include payroll processing, invoicing, and tax preparation; and payment processing services, financial fitness programs, and a small-business loan resource center. Further, the company provides insurance services for property and casualty coverage, such as workers' compensation, business-owner policies, cyber security protection, and commercial auto, as well as health and benefits coverage, including health, dental, vision, and life. It markets and sells its services primarily through its direct sales force. The company was founded in 1971 and is headquartered in Rochester, New York.",United States,"Paychex, Inc.",PAYX,2.92,38.38318,44448870400.0,0.0274,42.195206,0.011627906976744186,1570.9302325581396,117.93,13.320870283711859,13.0,37.8402325581395
384,Financial Services,"Prudential Financial, Inc., together with its subsidiaries, provides insurance, investment management, and other financial products and services in the United States and internationally. It operates through eight segments: PGIM, Retirement, Group Insurance, Individual Annuities, Individual Life, Assurance IQ, International Businesses, and Closed Block. The company offers investment management services and solutions related to public fixed income, public equity, real estate debt and equity, private credit and other alternatives, and multi-asset class strategies to institutional and retail clients, as well as its general account. It also provides a range of retirement investment, and income products and services to retirement plan sponsors in the public, private, and not-for-profit sectors; and group life, long-term and short-term group disability, and group corporate-, bank-, and trust-owned life insurance in the United States, primarily to institutional clients for use in connection with employee and membership benefits plans, as well as sells accidental death and dismemberment, and other supplemental health solutions; and provides plan administration services in connection with its insurance coverages. In addition, the company develops and distributes individual variable and fixed annuity products, principally to the mass affluent and affluent markets; and individual variable, term, and universal life insurance products to the mass middle, mass affluent, and affluent markets in the United States. Further, it provides third-party life, health, Medicare, property and casualty, and term life products to retail shoppers through its digital and independent agent channels. The company offers its products and services to individual and institutional customers through its proprietary and third-party distribution networks. Prudential Financial, Inc. was founded in 1875 and is headquartered in Newark, New Jersey.",United States,"Prudential Financial, Inc.",PRU,-0.998,8.512638,40737058816.0,0.0475,,0.011627906976744186,1570.9302325581396,98.63,15.927509201643918,15.0,91.48023255813965
418,Real Estate,"Simon is a real estate investment trust engaged in the ownership of premier shopping, dining, entertainment and mixed-use destinations and an S&P 100 company (Simon Property Group, NYSE: SPG). Our properties across North America, Europe and Asia provide community gathering places for millions of people every day and generate billions in annual sales.",United States,"Simon Property Group, Inc.",SPG,3.59,26.411377,39664312320.0,0.066300005,33.62117,0.011627906976744186,1570.9302325581396,123.65,12.704652103179454,12.0,87.13023255813945
158,Basic Materials,"Dow Inc. provides various materials science solutions for packaging, infrastructure, mobility, and consumer applications in the United States, Canada, Europe, the Middle East, Africa, India, the Asia Pacific, and Latin America. It operates through Packaging & Specialty Plastics, Industrial Intermediates & Infrastructure, and Performance Materials & Coatings segments. The Packaging & Specialty Plastics segment provides ethylene, and propylene and aromatics products; and polyethylene, polyolefin elastomers, ethylene vinyl acetate, and ethylene propylene diene monomer rubbers. The Industrial Intermediates & Infrastructure segment offers ethylene oxides, propylene oxides, propylene glycol and polyether polyols, aromatic isocyanates and polyurethane systems, coatings, adhesives, sealants, elastomers, and composites. This segment also provides caustic soda, and ethylene dichloride and vinyl chloride monomers; and cellulose ethers, redispersible latex powders, and acrylic emulsions. The Performance Materials and Coatings segment provides architectural paints and coatings, and industrial coatings that are used in maintenance and protective industries, wood, metal packaging, traffic markings, thermal paper, and leather; performance silicones and specialty materials; and silicone feedstocks and intermediates. It also engages in property and casualty insurance, as well as reinsurance business. Dow Inc. was incorporated in 2018 and is headquartered in Midland, Michigan.",United States,Dow Inc.,DOW,2.647,10.270917,38134501376.0,0.0585,19.478655,0.011627906976744186,1570.9302325581396,57.44,27.34906393729352,27.0,20.0502325581397
335,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2021, it had proven and probable gold reserves of 92.8 million ounces and land position of 62,800 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",United States,Newmont Corporation,NEM,3.187,11.696428,36562395136.0,0.0515,14.38657,0.011627906976744186,1570.9302325581396,53.34,29.4512604529085,29.0,24.07023255813937
479,Healthcare,"Walgreens Boots Alliance, Inc. operates as an integrated healthcare, pharmacy, and retailer in the United States (U.S.), the United Kingdom, Germany, and internationally. It operates through three segments: U.S. Retail Pharmacy, International, and U.S. Healthcare. The U.S. Retail Pharmacy segment sells prescription drugs and an assortment of retail products, including health, wellness, beauty, personal care, consumable, and general merchandise products through its retail drugstores. It also provides health and wellness, and specialty and home delivery pharmacy services. As of August 31, 2022, this segment operated 8,886 retail stores under the Walgreens and Duane Reade brands in the United States; and 3 specialty pharmacies. The International segment sells prescription drugs; and health and wellness, beauty, personal care, and other consumer products through its pharmacy-led health and beauty retail stores and optical practices, as well as through boots.com and an integrated mobile application. It also engages in pharmaceutical wholesaling and distribution business in Germany. As of August 31, 2022, this segment operated 3,989 retail stores under the Boots, Benavides, and Ahumada brands in the United Kingdom, Thailand, the Republic of Ireland, and Chile; and 543 optical practices, including 160 on a franchise basis. The U.S. Healthcare segment provides value-based primary care services; post-acute and home care management services; and clinical healthcare services. It also operates as a specialty pharmacy integrator and accelerator for hospitals. As of August 31, 2022, this segment operated 334 VillageMD clinics, including 146 co-located clinics, 124 standalone clinics, and 64 affiliate clinics. Walgreens Boots Alliance, Inc. was founded in 1901 and is based in Deerfield, Illinois.",United States,"Walgreens Boots Alliance, Inc.",WBA,-0.712,8.0115385,35991949312.0,0.0541,,0.011627906976744186,1570.9302325581396,35.88,43.782893884006114,43.0,28.090232558139377
137,Industrials,"Cummins Inc. designs, manufactures, distributes, and services diesel and natural gas engines, electric and hybrid powertrains, and related components worldwide. It operates through five segments: Engine, Distribution, Components, Power Systems, and New Power. The company offers diesel and natural gas-powered engines under the Cummins and other customer brands for the heavy and medium-duty truck, bus, recreational vehicle, light-duty automotive, construction, mining, marine, rail, oil and gas, defense, and agricultural markets; and offers new parts and services, as well as remanufactured parts and engines. It also provides power generation systems, high-horsepower engines, heavy and medium duty engines, application engineering services, custom-designed assemblies, retail and wholesale aftermarket parts, and in-shop and field-based repair services. In addition, the company offers emission solutions; turbochargers; air and fuel filters, fuel water separators, lube and hydraulic filters, coolants, fuel additives, and other filtration systems; and electronic control modules, sensors, and supporting software, as well as new, replacement, and remanufactured fuel systems. Further, it provides automated transmissions; standby and prime power generators, controls, paralleling systems, and transfer switches, as well as A/C generator/alternator products under the Stamford and AVK brands; and electrified power systems with components and subsystems, including battery, fuel cell, and hydrogen production technologies. Additionally, it offers filtration, aftertreatment, controls systems, air handling systems, automated transmissions, electric power generation systems, and batteries. The company sells its products to original equipment manufacturers, distributors, dealers, and other customers. The company was formerly known as Cummins Engine Company and changed its name to Cummins Inc. in 2001. Cummins Inc. was founded in 1919 and is headquartered in Columbus, Indiana.",United States,Cummins Inc.,CMI,12.01,14.7046385,35818074112.0,0.026300002,20.850958,0.011627906976744186,1570.9302325581396,235.55,6.669200732575417,6.0,157.63023255813954
194,Industrials,"Fastenal Company, together with its subsidiaries, engages in the wholesale distribution of industrial and construction supplies in the United States, Canada, Mexico, North America, and internationally. It offers fasteners, and related industrial and construction supplies under the Fastenal name. The company's fastener products include threaded fasteners, bolts, nuts, screws, studs, and related washers, which are used in manufactured products and construction projects, as well as in the maintenance and repair of machines. It also offers miscellaneous supplies and hardware, including pins, machinery keys, concrete anchors, metal framing systems, wire ropes, strut products, rivets, and related accessories. The company serves the manufacturing market comprising original equipment manufacturers; maintenance, repair, and operations; and non-residential construction market, which includes general, electrical, plumbing, sheet metal, and road contractors. It also serves farmers, truckers, railroads, mining companies, schools, and retail trades; and oil exploration, production, and refinement companies, as well as federal, state, and local governmental entities. The company distributes its products through a network of 3,209 in-market locations and 15 distribution centers. Fastenal Company was founded in 1967 and is headquartered in Winona, Minnesota.",United States,Fastenal Company,FAST,1.51,30.602339,30098280448.0,0.026600001,34.655632,0.011627906976744186,1570.9302325581396,49.0,32.05980066445183,32.0,2.930232558139565
295,Basic Materials,"LyondellBasell Industries N.V. operates as a chemical company in the United States, Germany, Mexico, Italy, Poland, France, Japan, China, the Netherlands, and internationally. The company operates in six segments: Olefins and PolyolefinsAmericas; Olefins and PolyolefinsEurope, Asia, International; Intermediates and Derivatives; Advanced Polymer Solutions; Refining; and Technology. It produces and markets olefins and co-products; polyolefins; polyethylene products, which consist of high density polyethylene, low density polyethylene, and linear low density polyethylene; and polypropylene (PP) products, such as PP homopolymers and copolymers. The company also produces and sells propylene oxide and its derivatives; oxyfuels and related products; and intermediate chemicals, such as styrene monomers, acetyls, ethylene glycols, and ethylene oxides and derivatives. In addition, it produces and markets compounds and solutions, such as polypropylene compounds, engineered plastics, masterbatches, engineered composites, colors, and powders; and advanced polymers. Further, the company refines crude oil and other crude oils of varied types and sources into gasoline and distillates; develops and licenses chemical and polyolefin process technologies; and manufactures and sells polyolefin catalysts. LyondellBasell Industries N.V. was incorporated in 2009 and is headquartered in Houston, Texas.",United States,LyondellBasell Industries NV,LYB,7.005,7.033225,28882323456.0,0.0577,12.389722,0.011627906976744186,1570.9302325581396,92.3,17.01982917181083,17.0,1.8302325581396186
435,Financial Services,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds. The firm invests in the public equity and fixed income markets across the globe. It employs fundamental and quantitative analysis with a bottom-up approach. The firm utilizes in-house and external research to make its investments. It employs socially responsible investing with a focus on environmental, social, and governance issues. It makes investment in late-stage venture capital transactions and usually invests between $3 million and $5 million. The firm was previously known as T. Rowe Group, Inc. and T. Rowe Price Associates, Inc. T. Rowe Price Group, Inc. was founded in 1937 and is based in Baltimore, Maryland, with additional offices in Colorado Springs, Colorado; Owings Mills, Maryland; San Francisco, California; New York, New York; Philadelphia, Pennsylvania; Tampa, Florida; Toronto, Ontario; Hellerup, Denmark; Amsterdam, The Netherlands; Luxembourg, Grand Duchy of Luxembourg; Zurich, Switzerland; Dubai, United Arab Emirates; London, United Kingdom; Sydney, New South Wales; Hong Kong; Tokyo, Japan; Singapore; Frankfurt, Germany, Madrid, Spain, Milan, Italy, Stockholm, Sweden, Melbourne, Australia, and Amsterdam, Netherlands.",United States,"T. Rowe Price Group, Inc.",TROW,11.776,9.731518,28661211136.0,0.044,10.619056,0.011627906976744186,1570.9302325581396,117.81,13.334438779035223,13.0,39.40023255813957
256,Basic Materials,"International Flavors & Fragrances Inc., together with its subsidiaries, manufactures and sells cosmetic active and natural health ingredients for use in various consumer products in Europe, Africa, the Middle East, Greater Asia, North America, and Latin America. It operates through Nourish, Scent, Health & Biosciences, and Pharma Solutions segments. The Nourish segment offers natural and plant-based specialty food ingredients, such as flavor compounds, and savory solutions and inclusions. It also provides natural food protection ingredients consist of natural antioxidants and anti-microbials as well as beverages, sweets , and dairy products. The Scent segment provides fragrance compounds, which include fine fragrances comprising perfumes and colognes, as well as consumer fragrances; fragrance ingredients comprising synthetic and natural ingredients that could be combined with other materials to create fragrance and consumer compounds; and cosmetic active ingredients consisting of active and functional ingredients, botanicals, and delivery systems to support its customers' cosmetic and personal care product lines. The Health & Biosciences segment develops and produces enzymes, food cultures, probiotics, and specialty ingredients. The Pharma Solutions segment produces and sells cellulosics and seaweed-based pharma excipients. The company sells its products primarily to manufacturers of perfumes and cosmetics, hair and other personal care products, soaps and detergents, cleaning products, dairy, meat and other processed foods, beverages, snacks and savory foods, sweet and baked goods, dietary supplements, infant and elderly nutrition, functional food, and pharmaceutical excipients and oral care products. International Flavors & Fragrances Inc. was founded in 1833 and is headquartered in New York, New York.",United States,International Flavors & Fragran,IFF,3.21,15.382398,25803429888.0,0.033800002,31.57944,0.011627906976744186,1570.9302325581396,112.36,13.981223144874862,13.0,110.25023255813953
167,Utilities,"Edison International, through its subsidiaries, generates and distributes electric power. It delivers electricity to 15 million residential, commercial, industrial, public authorities, agricultural, and other customers across Southern, Central, and Coastal California. The company also provides energy solutions to commercial and industrial users. Its transmission facilities consist of lines ranging from 55 kV to 500 kV and substations; and distribution system consists of approximately 39,000 circuit-miles of overhead lines, approximately 31,000 circuit-miles of underground lines, and 800 substations. The company was founded in 1886 and is headquartered in Rosemead, California.",United States,Edison International,EIX,2.161,13.550634,24401491968.0,0.049200002,29.722353,0.011627906976744186,1570.9302325581396,66.73,23.541588978842192,23.0,36.14023255813949
199,Utilities,"FirstEnergy Corp., through its subsidiaries, generates, transmits, and distributes electricity in the United States. It operates through Regulated Distribution and Regulated Transmission segments. The company owns and operates coal-fired, nuclear, hydroelectric, natural gas, wind, and solar power generating facilities. It operates 24,074 circuit miles of overhead and underground transmission lines; and electric distribution systems, including 273,295 miles of overhead pole line and underground conduit carrying primary, secondary, and street lighting circuits. The company serves approximately 6 million customers in Ohio, Pennsylvania, West Virginia, Maryland, New Jersey, and New York. FirstEnergy Corp. was incorporated in 1996 and is headquartered in Akron, Ohio.",United States,FirstEnergy Corp.,FE,2.468,15.3307705,22727694336.0,0.0429,16.15073,0.011627906976744186,1570.9302325581396,42.2,37.22583489474264,37.0,9.530232558139403
243,Financial Services,"Huntington Bancshares Incorporated operates as the bank holding company for The Huntington National Bank that provides commercial, consumer, and mortgage banking services in the United States. The company operates through four segments: Consumer and Business Banking; Commercial Banking; Vehicle Finance; and Regional Banking and The Huntington Private Client Group (RBHPCG). The Consumer and Business Banking segment offers financial products and services, such as checking accounts, savings accounts, money market accounts, certificates of deposit, credit cards, and consumer and small business loans, as well as investment products. This segment also provides mortgages, insurance, interest rate risk protection, foreign exchange, automated teller machine, and treasury management services, as well as online, mobile, and telephone banking services. It serves consumer and small business customers. The Commercial Banking segment offers regional commercial banking solutions for middle market businesses, government and public sector entities, and commercial real estate developers/REITs; and specialty banking solutions for healthcare, technology and telecommunications, franchise finance, sponsor finance, and global services industries. It also provides asset finance services; capital raising solutions, sales and trading, and corporate risk management products; institutional banking services; and treasury management services. The Vehicle Finance segment provides financing to consumers for the purchase of automobiles, light-duty trucks, recreational vehicles, and marine craft at franchised and other select dealerships, as well as to franchised dealerships for the acquisition of new and used inventory. The RBHPCG segment offers private banking, wealth and investment management, and retirement plan services. As of March 18, 2022, the company had approximately 1,000 branches in 11 states. Huntington Bancshares Incorporated was founded in 1866 and is headquartered in Columbus, Ohio.",United States,Huntington Bancshares Incorpora,HBAN,1.142,10.964028,22471989248.0,0.0416,13.345009,0.011627906976744186,1570.9302325581396,14.11,111.3345310104989,111.0,4.720232558139574
474,Real Estate,"VICI Properties is an experiential real estate investment trust that owns one of the largest portfolios of market-leading gaming, hospitality and entertainment destinations, including the world-renowned Caesars Palace. VICI Properties' national, geographically diverse portfolio consists of 29 gaming facilities comprising over 48 million square feet and features approximately 19,200 hotel rooms and more than 200 restaurants, bars and nightclubs. Its properties are leased to industry leading gaming and hospitality operators, including Caesars Entertainment, Inc., Century Casinos Inc., Hard Rock International, JACK Entertainment and Penn National Gaming, Inc. VICI Properties also owns four championship golf courses and 34 acres of undeveloped land adjacent to the Las Vegas Strip. VICI Properties' strategy is to create the nation's highest quality and most productive experiential real estate portfolio.",United States,VICI Properties Inc.,VICI,2.241,16.115942,20981639168.0,0.050300002,14.886212,0.011627906976744186,1570.9302325581396,33.58,46.78172223222572,46.0,26.25023255813961
66,Consumer Cyclical,"Best Buy Co., Inc. retails technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness, home theater, portable audio comprising headphones and portable speakers, and smart home products. The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, health-related, installation, memberships, repair, set-up, technical support, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, CST, Current Health, Geek Squad, Lively, Magnolia, Best Buy Mobile, Pacific Kitchen, Home, and Yardbird, as well as domain names bestbuy.com, currenthealth.com, lively.com, yardbird.com, and bestbuy.ca. As of January 30, 2022, it had 1,144 stores. The company was formerly known as Sound of Music, Inc. The company was incorporated in 1966 and is headquartered in Richfield, Minnesota.",United States,"Best Buy Co., Inc.",BBY,6.84,10.21761,19540770816.0,0.0535,11.875731,0.011627906976744186,1570.9302325581396,82.67,19.002422070377882,19.0,0.20023255813953264
27,Consumer Cyclical,"Amcor plc develops, produces, and sells packaging products in Europe, North America, Latin America, Africa, and the Asia Pacific regions. The company operates through two segments, Flexibles and Rigid Packaging. The Flexibles segment provides flexible and film packaging products in the food and beverage, medical and pharmaceutical, fresh produce, snack food, personal care, and other industries. The Rigid Packaging segment offers rigid containers for a range of beverage and food products, including carbonated soft drinks, water, juices, sports drinks, milk-based beverages, spirits and beer, sauces, dressings, spreads, and personal care items; and plastic caps for various applications. The company sells its products primarily through its direct sales force. Amcor plc was incorporated in 2018 and is headquartered in Zürich, Switzerland.",Switzerland,Amcor plc,AMCR,0.56,14.554217,17987362816.0,0.040599998,21.571428,0.011627906976744186,1570.9302325581396,11.88,132.23318455876594,132.0,2.7702325581393863
114,Financial Services,"Citizens Financial Group, Inc. operates as the bank holding company for Citizens Bank, National Association that provides retail and commercial banking products and services to individuals, small businesses, middle-market companies, corporations, and institutions in the United States. The company operates in two segments, Consumer Banking and Commercial Banking. The Consumer Banking segment offers deposit products, mortgage and home equity lending products, credit cards, business loans, wealth management, and investment services; and auto, education, and point-of-sale finance loans, as well as digital deposit products. This segment serves its customers through telephone service centers, as well as through its online and mobile platforms. The Commercial Banking segment provides various financial products and solutions, including lending and leasing, deposit and treasury management services, foreign exchange, and interest rate and commodity risk management solutions, as well as syndicated loans, corporate finance, mergers and acquisitions, and debt and equity capital markets services. This segment serves government banking, not-for-profit, healthcare, technology, professionals, oil and gas, asset finance, franchise finance, asset-based lending, commercial real estate, private equity, and sponsor finance industries. It operates approximately 1,200 branches in 14 states and the District of Columbia; 114 retail and commercial non-branch offices in national markets; and approximately 3,300 automated teller machines. The company was formerly known as RBS Citizens Financial Group, Inc. and changed its name to Citizens Financial Group, Inc. in April 2014. Citizens Financial Group, Inc. was founded in 1828 and is headquartered in Providence, Rhode Island.",United States,"Citizens Financial Group, Inc.",CFG,3.562,10.026316,17862041600.0,0.0418,11.7658615,0.011627906976744186,1570.9302325581396,41.26,38.073927109988844,38.0,3.0502325581397076
123,Consumer Defensive,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company in North America. The company operates in four segments: Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels in the United States. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels in the United States. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments in the United States. The company sells its products under the Birds Eye, Duncan Hines, Healthy Choice, Marie Callender's, Reddi-wip, Slim Jim, Angie's BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was formerly known as ConAgra Foods, Inc. and changed its name to Conagra Brands, Inc. in November 2016. Conagra Brands, Inc. was founded in 1919 and is headquartered in Chicago, Illinois.",United States,"ConAgra Brands, Inc.",CAG,2.43,14.114067,17806092288.0,0.0369,15.27572,0.011627906976744186,1570.9302325581396,37.98,41.36203877193628,41.0,13.75023255813979
272,Financial Services,"KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking products and services in the United States. It operates in two segments, Consumer Bank and Commercial Bank. The company offers various deposits, investment products and services; and personal finance and financial wellness, student loan refinancing, mortgage and home equity, lending, credit card, treasury, business advisory, wealth management, asset management, investment, cash management, portfolio management, and trust and related services to individuals and small and medium-sized businesses. It also provides a suite of banking and capital market products, such as syndicated finance, debt and equity capital market products, commercial payments, equipment finance, commercial mortgage banking, derivatives, foreign exchange, financial advisory, and public finance, as well as commercial mortgage loans comprising consumer, energy, healthcare, industrial, public sector, real estate, and technology loans for middle market clients. In addition, the company offers community development financing, securities underwriting, brokerage, and investment banking services. As of December 31, 2021, it operated through a network of approximately 999 branches and 1,317 ATMs in 15 states, as well as additional offices, online and mobile banking capabilities, and a telephone banking call center. KeyCorp was founded in 1849 and is headquartered in Cleveland, Ohio.",United States,KeyCorp,KEY,1.768,9.709184,17718034432.0,0.044099998,10.763575,0.011627906976744186,1570.9302325581396,17.44,90.07627480264561,90.0,1.3302325581395031
354,Communication Services,"Omnicom Group Inc., together with its subsidiaries, provides advertising, marketing, and corporate communications services. It provides a range of services in the areas of advertising, customer relationship management, public relations, and healthcare. The company's services include advertising, branding, content marketing, corporate social responsibility consulting, crisis communications, custom publishing, data analytics, database management, digital/direct marketing, digital transformation, entertainment marketing, experiential marketing, field marketing, financial/corporate business-to-business advertising, graphic arts/digital imaging, healthcare marketing and communications, and in-store design services. Its services also comprise interactive marketing, investor relations, marketing research, media planning and buying, merchandising and point of sale, mobile marketing, multi-cultural marketing, non-profit marketing, organizational communications, package design, product placement, promotional marketing, public affairs, retail marketing, sales support, search engine marketing, shopper marketing, social media marketing, and sports and event marketing services. It operates in the United States, Canada, Puerto Rico, South America, Mexico, Europe, the Middle East, Africa, Australia, Greater China, India, Japan, Korea, New Zealand, Singapore, and other Asian countries. The company was incorporated in 1944 and is based in New York, New York.",United States,Omnicom Group Inc.,OMC,4.51,12.347895,16824045568.0,0.0392,17.549889,0.011627906976744186,1570.9302325581396,83.78,18.750659257079725,18.0,62.89023255813938
262,Real Estate,"Iron Mountain Incorporated (NYSE: IRM), founded in 1951, is the global leader for storage and information management services. Trusted by more than 225,000 organizations around the world, and with a real estate network of more than 90 million square feet across approximately 1,450 facilities in approximately 50 countries, Iron Mountain stores and protects billions of valued assets, including critical business information, highly sensitive data, and cultural and historical artifacts. Providing solutions that include secure records storage, information management, digital transformation, secure destruction, as well as data centers, cloud services and art storage and logistics, Iron Mountain helps customers lower cost and risk, comply with regulations, recover from disaster, and enable a more digital way of working.",United States,Iron Mountain Incorporated (Del,IRM,1.189,37.454548,15508298752.0,0.0502,45.046257,0.011627906976744186,1570.9302325581396,51.82,30.315133781515623,30.0,16.330232558139596
